article_number	structural_index	entity_type	concept	subject	action	object	legal_force	full_text
제25조제2항	[]	DEFINITION	대통령령으로 정하는 금융회사				DEFINITIONAL	제25조제2항 단서에서 “대통령령으로 정하는 금융회사”란 다음 각 호의 어느 하나에 해당하는 자를 말한다. 다만, 해당 금융회사가 주권상장법인으로서 최근 사업연도 말 현재 자산총액이 2조원 이상인 자는 제외한다. 1. 최근 사업연도 말 현재 자산총액이 7천억원 미만인 상호저축은행 2. 최근 사업연도 말 현재 자산총액이 5조원 미만인 금융투자업자. 다만, 최근 사업연도 말 현재 운용하는 집합투자 재산, 투자일임재산 및 신탁재산의 전체 합계액이 20조원 이상인 금융투자업자는 제외한다. 3. 최근 사업연도 말 현재 자산총액이 5조원 미만인 보험회사 4. 최근 사업연도 말 현재 자산총액이 5조원 미만인 여신전문금융회사 5. 그 밖에 자산규모, 영위하는 금융업무 등을 고려하여 금융위원회가 정하여 고시하는 자
제21조	[]	DEFINITION	준법감시인				DEFINITIONAL	제21조(준법감시인의 자격요건) ① 법
제26조제1항제1호	[None, None, 26, 1]	DEFINITION	대통령령으로 정하는 기관	대통령령으로 정하는 기관	말한다	다음 각 호의 기관	DEFINITIONAL	제26조제1항제1호에서 “대통령령으로 정하는 기관”이란 다음 각 호의 기관을 말 한다. 1. 해당 임직원이 소속되어 있거나 소속되었던 기관 2. 금융위원회와 금융감독원장이 아닌 자로서 금융관계법령에서 조치 권한을 가진 자 ② 법
제26조제1항제2호마목	[]	DEFINITION	대통령령으로 정하는 사람				DEFINITIONAL	제26조제1항제2호마목에서 “대통령령으로 정하는 사람”이란 다음 각 호의 사람을 말한다. 1. 보험계리사 자격을 취득한 후 그 자격과 관련된 업무에 5년 이상 종사한 사람(보험회사에 두는 준법감시인만 해 당한다) 2. 다음 각 목의 기관에서 7년 이상 종사한 사람 가. 「민법」
제32조	[]	DEFINITION	전국은행연합회	전국은행연합회	설립	제32조	DEFINITIONAL	제32조에 따라 설립된 전국은행연합회 나. 「자본시장과 금융투자업에 관한 법률」
제283조	[]	DEFINITION	한국금융투자협회	한국금융투자협회	설립된	제283조	DEFINITIONAL	제283조에 따라 설립된 한국금융투자협회 다. 「보험업법」
제175조	[]	DEFINITION	생명보험회사로 구성된 협회	협회 라	구성	생명보험회사	DEFINITIONAL	제175조에 따라 설립된 보험협회 중 생명보험회사로 구성된 협회 라.
제175조	[]	DEFINITION	협회 마	협회 마	설립	보험협회	DEFINITIONAL	제175조에 따라 설립된 보험협회 중 손해보험회사로 구성된 협회 마.
제25조	[]	ACTOR	상호저축은행중앙회	상호저축은행중앙회	설립			제25조에 따라 설립된 상호저축은행중앙회 바. 「여신전문금융업법」
제62조	[]	DEFINITION	여신전문금융업협회 사	여신전문금융업협회 사	설립	제62조	DEFINITIONAL	제62조에 따라 설립된 여신전문금융업협회 사. 그 밖에 가목부터 바목까지의 기관에 준하는 기관으로서 금융위원회가 정하여 고시하는 기관
제22조	[]	CONCEPT	법					법
제27조제1항	[27, 1, None, None]	REGULATION	위험관리기준	금융회사	포함되어야 한다	위험관리기준	MANDATORY	제27조제1항에 따른 위험관리기준(이하 “위험관리기준”이라 한다)에는 다음 각 호의 사 항이 포함되어야 한다. 1. 위험관리의 기본방침 2. 금융회사의 자산 운용 등과 관련하여 발생할 수 있는 위험의 종류, 인식, 측정 및 관리 3. 금융회사가 부담 가능한 위험 수준의 설정 4. 적정투자한도 또는 손실허용한도의 승인 5. 위험관리를 전담하는 조직의 구조 및 업무 분장 법제처 15 국가법령정보센터 금융회사의 지배구조에 관한 법률 시행령 6. 임직원이 업무를 수행할 때 준수하여야 하는 위험관리 절차 7. 임직원의 위험관리기준 준수 여부를 확인하는 절차ㆍ방법과 위험관리기준을 위반한 임직원의 처리 8. 위험관리기준의 제정이나 변경 9. 위험관리책임자의 임면 10. 그 밖에 위험관리기준에서 정하여 할 세부적인 사항으로서 금융위원회가 정하여 고시하는 사항 ② 금융회사는 금융위원회가 정하여 고시하는 바에 따라 위험관리를 전담하는 조직을 마련하여야 한다.
제23조	[]	REGULATION	위험관리책임자					제23조(위험관리책임자의 임면 등) ① 법
제28조제1항	[]	DEFINITION	투자자문업자 및 투자일임업자				DEFINITIONAL	제28조제1항에서 “대통령령으로 정하는 투자자문업자 및 투자일임업자”란
제20조제1항	[]	DEFINITION	자	자	말한다	제20조제1항에 해당하는 자	DEFINITIONAL	제 20조제1항에 해당하는 자를 말한다. ② 법
제28조제3항제1호	[28, 3, 1]	DEFINITION	대통령령으로 정하는 기관				DEFINITIONAL	제28조제3항제1호에서 “대통령령으로 정하는 기관”이란
제21조제1항	[None, None, 21, 1]	DEFINITION	법	법	말한다	기관	DEFINITIONAL	제21조제1항 각 호의 기관을 말한다. ③ 법
제28조	[]	DEFINITION	대통령령으로 정하는 사람				DEFINITIONAL	제28조제3항제2호라목에서 “대통령령으로 정하는 사람”이란
제21조제2항제2호	[]	DEFINITION	위험관리 종사자				DEFINITIONAL	제21조제2항제2호 각 목의 기관에서 위험관리 관련 업무에 7년 이상 종사한 사람을 말한다.
제24조	[]							제24조(겸직 금지 등) ① 법
제29조제2호	[]	DEFINITION	대통령령으로 정하는 업무	대통령령	정하는	업무	DEFINITIONAL	제29조제2호에서 “대통령령으로 정하는 업무”란 다음 각 호의 어느 하나에 해당하는 업무 를 말한다. 1. 「은행법」
제27조	[]	DEFINITION	은행업무	금융투자업자	영위	업무	DEFINITIONAL	제27조에 따른 은행업무 2. 「자본시장과 금융투자업에 관한 법률」에 따라 해당 금융투자업자가 영위하고 있는 업무로서 같은 법 시행령
제 47조제1항	[47, 1, None, None]	REGULATION	보험업무	보험회사	정한다	업무	DEFINITIONAL	제 47조제1항에 따른 금융투자업의 종류별로 정한 업무 3. 「보험업법」에 따라 해당 보험회사가 취급하는 보험에 관한 업무로서 다음 각 목에서 정하는 업무 가. 보험상품 개발에 관한 업무 나. 보험계리에 관한 업무(위험관리책임자가 해당 업무를 수행하는 사람인 경우는 예외로 한다) 다. 모집 및 보험계약 체결에 관한 업무 라. 보험계약 인수에 관한 업무 마. 보험계약 관리에 관한 업무 바. 보험금 지급에 관한 업무 사. 재보험에 관한 업무 아. 그 밖에 보험에 관한 업무로서 금융위원회가 정하여 고시하는 업무 4. 「상호저축은행법」
제11조	[]	REGULATION	상호저축은행의 업무	상호저축은행			MANDATORY	제11조에 따른 상호저축은행의 업무 5. 「여신전문금융업법」
제46조제1항	[]	REGULATION	여신전문금융회사의 업무	여신전문금융회사		업무	MANDATORY	제46조제1항에 따른 여신전문금융회사의 업무 ② 법
제29조제5호	[]	DEFINITION	대통령령으로 정하는 업무	대통령령으로 정하는 업무	말한다	업무	DEFINITIONAL	제29조제5호에서 “대통령령으로 정하는 업무”란 다음 각 호의 구분에 따른 업무를 말한다. 다만,
제20조제2항	[]	REGULATION	자산총액	금융회사 및 외국금융회사		국내지점		제20조제2항 에 따른 금융회사 및 외국금융회사의 자산총액 7천억원 미만인 국내지점(「자본시장과 금융투자업에 관한 법률」
제 3조제2항제2호	[]	DEFINITION	위험관리책임자				DEFINITIONAL	제 3조제2항제2호에 따른 파생상품을 대상으로 하는 투자매매업을 겸영하지 아니하는 경우에 한정한다)의 경우에는 다음 각 호의 구분에 따른 업무를 겸직할 수 있다.<개정 2017. 9. 5.> 1. 위험관리책임자: 법
제25조제1항	[]	DEFINITION	준법감시인				DEFINITIONAL	제25조제1항에 따른 준법감시인의 내부통제 관련 업무 2. 준법감시인: 법
제28조제1항	[]	REGULATION	위험관리책임자	위험관리책임자	위험 점검ㆍ 관리	업무	MANDATORY	제28조제1항에 따른 위험관리책임자의 위험 점검ㆍ 관리 업무
제25조	[]	REGULATION	준법감시인 및 위험관리책임자 임면 보고	금융회사	보고		MANDATORY	제25조(준법감시인 및 위험관리책임자의 임면에 따른 보고) ① 금융회사는 법
제30조제2항	[]	REGULATION	보고		보고	금융위원회	MANDATORY	제30조제2항에 따라 준법감시인 또는 위험관리책임자를 임면하였을 때에는 그 사실을 금융위원회에 임면일부터 7영업일 이내에 보고하여야 한다. ② 제1항에 따른 보고의 방법 및 절차 등에 관하여 필요한 사항은 금융위원회가 정하여 고시한다.
제25조의2	[]							제25조의2(임원의 내부통제 등 관리의무) ① 법
제30조의2제1항	[]	DEFINITION	대통령령으로 정하는 임원	대통령령으로 정하는 임원	정하는	사외이사	DEFINITIONAL	제30조의2제1항 각 호 외의 부분에서 “대통령령으로 정하는 임원”이란 사외이사(법
제13조제1항	[]	DEFINITION	사외이사		제외	이사회 의장	DEFINITIONAL	제13조제1항에 따른 이사회 의장인 사외이사는 제외한다)를 말한다. ② 법
제30조의2제1항	[30, 2, 1, 0]	DEFINITION	대통령령으로 정하는 직원			자	DEFINITIONAL	제30조의2제1항 각 호 외의 부분에서 “대통령령으로 정하는 직원”이란 다음 각 호의 자를 말한다. 1. 법
제25조제2항	[]	DEFINITION	준법감시인	준법감시인	선임	단서	DEFINITIONAL	제25조제2항 단서에 따라 선임되는 준법감시인 법제처 16 국가법령정보센터 금융회사의 지배구조에 관한 법률 시행령 2. 법
제28조제2항	[None, None, 28, 2]	REGULATION	준용하는 법		준용	법		제28조제2항에서 준용하는 법
제25조제2항	[None, None, 25, 2]	REGULATION	위험관리책임자	금융위원회	정하는	자	MANDATORY	제25조제2항 단서에 따라 선임되는 위험관리책임자 3. 그 밖에 금융회사의 자산규모, 담당하는 직책의 특성 등을 고려하여 금융위원회가 정하여 고시하는 자 ③ 법
제30조의2제1항제5호	[]	DEFINITION	관리조치				DEFINITIONAL	제30조의2제1항제5호에서 “대통령령으로 정하는 관리조치”란 다음 각 호의 조치를 말한다. 1. 법
제30조의2제1항제4호	[]	REGULATION	조치의 이행 여부에 대한 점검	임직원				제30조의2제1항제4호에 따른 조치의 이행 여부에 대한 점검 2. 임직원이 법령 또는 법
제30조의2제1항제1호	[None, None, 30, 1]	REGULATION	내부통제기준등 준수		지원	교육ㆍ훈련	MANDATORY	제30조의2제1항제1호에 따른 내부통제기준등(이하 “내부통제기준등”이라 한다)을 준수하도록 하기 위하여 필요한 교육ㆍ훈련 등의 지원 3. 법
제30조의2제1항제1호부터 제3호까지	[]	REGULATION	조사 및 제재조치	소속 금융회사	요구	임직원	MANDATORY	제30조의2제1항제1호부터 제3호까지의 규정에 따른 점검 과정에서 임직원의 법령 또는 내부통제기준등의 위반 사항이나 내부통제 및 위험관리(이하 “내부통제등”이라 한다)에 관한 미흡한 사항을 알게 된 경우 해당 임직원 에 대해 조사 및 제재조치를 할 것을 소속 금융회사에 요구하는 것 [본조신설 2024. 6. 18.]
제25조의3	[]	CONCEPT	책무구조도					제25조의3(책무구조도) ① 법
제30조의3제1항	[30, None, 3, 1]	DEFINITION	대통령령으로 정하는 금융 관련 법령				DEFINITIONAL	제30조의3제1항에서 “대통령령으로 정하는 금융 관련 법령”이란 다음 각 호의 법령을 말 한다. 1. 「개인정보 보호법」 2. 「공익신고자 보호법」 3. 「독점규제 및 공정거래에 관한 법률」 4. 「마약류 불법거래 방지에 관한 특례법」 5. 「범죄수익은닉의 규제 및 처벌 등에 관한 법률」 6. 「약관의 규제에 관한 법률」 7. 「전기통신금융사기 피해 방지 및 피해금 환급에 관한 특별법」 8. 「특정경제범죄 가중처벌 등에 관한 법률」 9. 그 밖에 금융위원회가 정하여 고시하는 법률 ② 법
제30조의3제1항	[]	DEFINITION	책무	대통령령으로 정하는 책무	말한다	별표 1에 따른 책무	DEFINITIONAL	제30조의3제1항에서 “대통령령으로 정하는 책무”란 별표 1에 따른 책무를 말한다. ③ 법
제30조의3제2항제3호	[30, 3, 2, 3]	DEFINITION	대통령령으로 정하는 요건	대통령령으로 정하는 요건	말한다	책무 배분	DEFINITIONAL	제30조의3제2항제3호에서 “대통령령으로 정하는 요건”이란 제2항에 따른 책무를 배분할 때 특정 임원에게 편중되지 않을 것을 말한다.
제30조의3제3항	[]	REGULATION	의결	대표자	거치다	의결	MANDATORY	제30조의3제3항 단서에 따라 해당 외국금융 회사의 국내지점의 대표자가 참여하는 내부 의사결정기구의 의결을 거쳐야 한다. ⑤ 법
제30조의3제6항	[]	DEFINITION	대통령령으로 정하는 변경				DEFINITIONAL	제30조의3제6항에서 “대통령령으로 정하는 변경”이란 다음 각 호의 변경을 말한다. 다만, 법
제30조의3제1항	[]	REGULATION	책무구조도	임원	변경	임원 직책	PROHIBITIVE	제30조의3제1항 에 따른 책무구조도(이하 “책무구조도”라 한다)에서 정하는 임원 직책 명칭의 변경 및 그 밖에 금융위원회가 정하여 고시하는 경미한 사항의 변경은 제외한다. 1. 책무구조도에서 정하는 책무를 배분받은 임원의 변경 2. 책무구조도에서 정하는 임원 직책의 변경 3. 책무구조도에서 정하는 임원 책무의 변경 또는 추가 [본조신설 2024. 6. 18.]
제25조의4	[]	REGULATION	내부통제	대표이사등	관리	내부통제	MANDATORY	제25조의4(대표이사등의 내부통제등 총괄 관리의무) ① 법
제30조의4제1항제5호	[30, 4, 1, 5]	DEFINITION	잠재적 위험요인 또는 취약분야		정의한다	사항	DEFINITIONAL	제30조의4제1항제5호에서 “대통령령으로 정하는 잠재적 위 험요인 또는 취약분야”란 다음 각 호의 사항을 말한다. 1. 금융회사의 업무가 신규로 추가되는 등의 사유로 해당 업무와 관련된 내부통제기준등의 제정ㆍ개정이 필요한 사 항 2. 내부통제등과 관련하여 임원이 담당하는 업무 간 또는 임직원과 소속 금융회사 간의 이해상충이 발생했거나 발 생할 우려가 있는 사항 3. 금융회사의 특정 사업 부문 또는 취급 상품과 관련된 자산 또는 영업수익의 급격한 변동 또는 이상 징후가 있는 사항 4. 복수의 임원이 법
제30조의2제2항	[]	REGULATION	보고	금융회사	보고	내부통제	MANDATORY	제30조의2제2항에 따라 보고한 동일하거나 유사한 내부통제등에 관한 사항 법제처 17 국가법령정보센터 금융회사의 지배구조에 관한 법률 시행령 5. 금융회사가 특정 사업 부문 또는 취급 상품과 관련하여 임직원의 성과보수체계 또는 성과평가지표를 신설하거나 상당한 수준으로 변경 또는 조정하는 경우 해당 성과보수체계 또는 성과평가지표에 관한 사항 6. 그 밖에 제1호부터 제5호까지에 준하는 사항으로서 금융위원회가 정하여 고시하는 사항 ② 법
제30조의4제1항제6호	[30, 4, 1, 6]	DEFINITION	대통령령으로 정하는 조치	대통령령	정하는	조치	DEFINITIONAL	제30조의4제1항제6호에서 “대통령령으로 정하는 조치”란 다음 각 호의 조치를 말한다. 1. 임직원의 법령 또는 내부통제기준등 위반사항을 알게 된 경우 다음 각 목의 조치 가. 해당 위반행위와 연관된 다른 임직원이 있는지에 대한 점검 나. 동일하거나 유사한 위반행위가 발생할 가능성에 대한 점검 다. 동일하거나 유사한 위반행위의 발생을 방지하기 위한 조치 2. 특정 임직원이 동일하거나 유사한 업무를 장기간 수행함에 따라 발생할 수 있는 법령 또는 내부통제기준등의 위 반행위를 방지하기 위한 조치 3. 법령 또는 내부통제기준등의 위반행위가 금융회사 본점의 여러 부서 또는 지점이나 그 밖의 영업소에 걸쳐 발생 할 가능성에 대한 점검 4. 그 밖에 임직원의 법령 또는 내부통제기준등 위반이 장기적, 반복적 또는 조직적으로 이루어지거나 광범위하게 이루어지는 것을 방지하기 위한 조치로서 금융위원회가 정하여 고시하는 조치 ③ 법
제30조의4제1항제8호	[5, None, 30, 4]	DEFINITION	대통령령으로 정하는 조치	대통령령으로 정하는 조치	말한다	점 검	DEFINITIONAL	제30조의4제1항제8호에서 “대통령령으로 정하는 조치”란 같은 항 제7호에 따른 조치의 이행 여부에 대한 점 검을 말한다. [본조신설 2024. 6. 18.] 제5장 대주주의 건전성 유지
제26조	[]		대주주 변경승인					제26조(대주주 변경승인 등) ① 법
제31조제1항	[]	DEFINITION	대통령령으로 정하는 자				DEFINITIONAL	제31조제1항 본문에서 “대통령령으로 정하는 자”란 다음 각 호의 자를 말한다. 1. 최대주주인 법인의 최대주주(최대주주인 법인의 주요 경영사항을 사실상 지배하는 자가 그 법인의 최대주주와 명백히 다른 경우에는 그 사실상 지배하는 자를 포함한다) 2. 최대주주인 법인의 대표자 ② 법
제31조제1항	[0, 0, 31, 1]	DEFINITION	대통령령으로 정하는 법령		정의한다	금융관련법령	DEFINITIONAL	제31조제1항 본문에서 “대통령령으로 정하는 법령”이란 금융관련법령을 말한다.
제31조제1항	[None, None, 31, 1]	DEFINITION	대통령령으로 정하는 요건	본문	말한다	별표 1의2의 요건	DEFINITIONAL	제31조제1항 본문에서 “대통령령으로 정하는 요건”이란 별표 1의2의 요건을 말한다.<개정 2024. 6. 18.> ④ 법
제31조제1항	[None, None, 31, 1]	DEFINITION	대통령령으로 정하는 자	대통령령으로 정하는 자	정한다		DEFINITIONAL	제31조제1항 단서에서 “대통령령으로 정하는 자”란 다음 각 호의 어느 하나에 해당하는 자를 말한다.<개정 2021. 10. 21., 2022. 2. 17.> 1. 국가 2. 「예금자보호법」에 따른 예금보험공사 3. 「한국산업은행법」에 따른 한국산업은행(「금융산업의 구조개선에 관한 법률」에 따라 설치된 금융안정기금의 부 담으로 주식을 취득하는 경우만 해당한다) 4.「자본시장과 금융투자업에 관한 법률」에 따른 일반 사모집합투자업자 및 온라인소액투자중개업자의 대주주가 되 려는 자. 다만, 「자본시장과 금융투자업에 관한 법률 시행령」 별표 1에 따른 금융투자업 인가를 받은 자의 대주주 가 되려는 자는 제외한다. 5. 최대주주 또는 그의 특수관계인인 주주로서 금융회사의 의결권 있는 발행주식 총수 또는 지분의 100분의 1 미만 을 소유하는 자. 다만,
제4조	[]	REGULATION	제외 대상자	자	제외		MANDATORY	제4조 각 호의 어느 하나에 해당하는 자는 제외한다. 6. 「한국자산관리공사 설립 등에 관한 법률」에 따른 한국자산관리공사 7. 「국민연금법」에 따른 국민연금공단 8. 회사의 합병ㆍ분할에 대하여 금융관련법령에 따라 금융위원회의 승인을 받은 금융회사의 신주를 배정받아 대주 주가 된 자 ⑤ 법
제31조제2항	[]	REGULATION	승인신청	신청자	신청	금융위원회	MANDATORY	제31조제2항에 따라 승인을 신청하려는 자는 다음 각 호의 구분에 따른 기간 이내에 금융위원회에 승인을 신 청하여야 한다. 법제처 18 국가법령정보센터 금융회사의 지배구조에 관한 법률 시행령 1. 기존 주주의 사망에 따른 상속ㆍ유증ㆍ사인증여로 인하여 주식을 취득ㆍ양수(실질적으로 해당 주식을 지배하는 것을 말하며, 이하 이 항에서 “취득등”이라 한다)하여 대주주가 되는 경우: 기존 주주가 사망한 날부터 3개월. 다 만, 불가피한 사유가 있으면 금융위원회의 승인을 받아 3개월의 범위에서 그 기간을 연장할 수 있다. 2. 담보권의 실행, 대물변제의 수령 또는 그 밖에 이에 준하는 것으로서 금융위원회가 정하여 고시하는 원인에 의하 여 주식의 취득등을 하여 대주주가 되는 경우: 주식 취득등을 한 날부터 1개월 3. 다른 주주의 감자(減資) 또는 주식처분 등의 원인에 의하여 대주주가 되는 경우: 대주주가 된 날부터 1개월 ⑥ 법
제31조제1항	[]	PROCEDURE	변경승인신청서 제출	승인 신청자	제출	대주주 변경승인신청서	MANDATORY	제31조제1항 또는 제2항에 따라 승인을 받으려는 자는 다음 각 호의 사항이 기재된 대주주 변경승인신청서 (이하 “변경승인신청서”라 한다)를 금융위원회에 제출하여야 한다. 1. 신청인에 관한 사항 2. 대주주가 되려고 금융회사의 주식을 취득하려는 경우 그 금융회사가 발행한 주식의 소유현황 3. 법
제31조제1항	[]	PROCEDURE	변경승인신청서	대주주	첨부	서류	MANDATORY	제31조제1항에 따라 대주주가 되려는 자가 주식취득대상 금융회사가 발행하였거나 발행할 주식을 취득하려는 경우 그 취득계획 4. 그 밖에 승인요건 심사에 필요한 사항으로서 금융위원회가 정하여 고시하는 사항 ⑦ 변경승인신청서에는 다음 각 호의 구분에 따른 서류를 첨부하여야 한다.<개정 2021. 10. 21.> 1. 대주주가 되려는 자가 법인인 경우 가. 정관 나. 최근 사업연도 말 현재의 재무제표(최근 사업연도 말 이후 6개월이 지난 경우에는 해당 연도의 반기재무제표) 다. 나목에 따른 재무제표에 대한 회계감사인의 감사보고서 및 검토보고서 2. 대주주가 되려는 자가 다음 각 목의 어느 하나에 해당하는 경우 가. 외국 법인인 경우: 법인 등기사항증명서에 준하는 서류 나. 「금융위원회의 설치 등에 관한 법률」
제38조	[]	REGULATION	검사	금융감독원	검사	기관	MANDATORY	제38조에 따라 금융감독원의 검사를 받는 기관[「자본시장과 금융투자 업에 관한 법률」에 따른 기관전용 사모집합투자기구 또는 같은 법에 따른 투자목적회사(이하 “기관전용 사모 집합투자기구등”이라 한다) 및 「국가재정법」
제5조	[]	REGULATION	재무건전성 기준	금융기관	제출	재무상태	MANDATORY	제5조에 따른 기금 또는 그 기금을 관리ㆍ운용하는 법인(이하 “기금등”이라 한다)은 제외한다. 이하 “금융기관”이라 한다]인 경우: 그 금융기관에 적용되는 재무건전성 기준 에 따라 산출한 재무상태와 이에 대한 회계감사인의 검토보고서 다. 「독점규제 및 공정거래에 관한 법률」에 따른 상호출자제한기업집단 및 채무보증제한기업집단(이하 “상호출자제한기업집단등”이라 한다) 또는 「은행법」에 따른 주채무계열(이하 “주채무계열”이라 한다)에 속하는 경우: 부채비율 산출명세서 및 회계법인의 확인서 3. 그 밖에 승인요건의 심사에 필요한 서류로서 금융위원회가 정하여 고시하는 서류 ⑧ 제6항에 따라 변경승인신청서를 제출받은 금융위원회는 「전자정부법」
제36조제1항	[]	PROCEDURE	행정정보 확인	신청인	확인	행정정보	MANDATORY	제36조제1항에 따른 행정정보의 공동이 용을 통하여 다음 각 호의 행정정보를 확인하여야 한다. 다만, 신청인이 제2호에 따른 서류의 확인에 동의하지 않는 경우에는 그 서류를 첨부하도록 해야 한다.<개정 2024. 4. 23.> 1. 법인 등기사항증명서(신청인이 국내 법인인 경우만 해당한다) 2. 주민등록표 등본 또는 사업자등록증명 3. 주식취득대상 금융회사의 법인 등기사항증명서 ⑨ 금융위원회는 제6항에 따라 변경승인신청서를 제출받은 경우에는 그 내용을 심사하여 60일 이내에 승인 여부를 결정하고, 그 결과와 이유를 지체 없이 신청인에게 문서로 통지하여야 한다. 이 경우 변경승인신청서에 흠결이 있는 경우에는 보완을 요구할 수 있다. ⑩ 제9항에 따른 심사기간을 계산할 때 변경승인신청서의 흠결 보완기간 등 금융위원회가 정하여 고시하는 기간은 심사기간에 넣지 아니한다. ⑪ 금융위원회는 법
Unknown	[]	REGULATION	Unknown					제31조제3항에 따라 처분을 명하는 경우에는 처분대상 주식의 수, 처분 기한 등을 명시한 서면 으로 하여야 한다. ⑫ 제1항부터 제11항까지에서 규정한 사항 외에 변경승인에 필요한 사항은 금융위원회가 정하여 고시한다. 법제처 19 국가법령정보센터 금융회사의 지배구조에 관한 법률 시행령
제27조	[]	REGULATION	최대주주					제27조(최대주주의 자격 심사 등) ① 법
제32조제1항	[]	DEFINITION	최다출자자	최다출자자	정하는	기업집단	DEFINITIONAL	제32조제1항에서 “대통령령으로 정하는 최다출자자”란 순환출자 구조의 법인 이 속한 기업집단(「독점규제 및 공정거래에 관한 법률」
제2조제11호	[]	DEFINITION	동일인				DEFINITIONAL	제2조제11호에 따른 기업집단을 말한다)의 동일인(같은 호 에 따른 동일인을 말한다) 또는 그 밖에 이에 준하는 자로서 금융위원회가 정하는 자를 말한다. 다만, 동일인이 법인 인 경우에는 그 법인의 최대주주 중 최다출자자 1인을 말하며, 그 최다출자자 1인도 법인인 경우에는 최다출자자 1인이 개인이 될 때까지 같은 방법으로 선정한다. <개정 2021. 12. 28.> ② 법
제32조제1항	[None, None, 32, 1]	DEFINITION	대통령령으로 정하는 기간		말한다	2년	DEFINITIONAL	제32조제1항에서 “대통령령으로 정하는 기간”이란 2년을 말한다. 다만, 법
제32조제2항	[]	REGULATION	보고	금융회사	보고	금융위원회	MANDATORY	제32조제2항에 따라 해당 금융회 사가 금융위원회에 보고하는 경우 또는 법
제32조제1항	[None, None, 32, 1]	REGULATION	기간	적격성 심사대상과 금융회사	할 수 있다	2년 이내의 기간	PERMISSIVE	제32조제1항에 따른 적격성 심사대상(이하 “적격성 심사대상”이라 한다 )과 금융회사의 불법거래 징후가 있는 등 특별히 필요하다고 인정하는 경우에는 2년 이내의 기간으로 할 수 있다. ③ 법
제32조제1항	[0, 0, 32, 1]	DEFINITION	대통령령으로 정하는 법령		말한다	금융관계법령	DEFINITIONAL	제32조제1항에서 “대통령령으로 정하는 법령”이란 금융관계법령을 말한다.
제32조제1항	[]	DEFINITION	대통령령으로 정하는 요건				DEFINITIONAL	제32조제1항에서 “대통령령으로 정하는 요건”이란 다음 각 호의 요건을 말한다.
제5조제1항제1호	[]	REGULATION	요건 충족	금융기관	충족	요건	MANDATORY	제5조제1항제1호ㆍ제2호ㆍ제5호ㆍ제6호ㆍ제7호에 해당하지 아니할 것 2. 다음 각 목의 요건을 모두 충족할 것. 다만, 그 위반 등의 정도가 경미하다고 인정되거나 해당 금융회사의 건전한 업무 수행을 어렵게 한다고 볼 수 없는 경우는 제외한다. 가. 최근 5년간 금융관계법령, 「독점규제 및 공정거래에 관한 법률」 또는 「조세범 처벌법」을 위반하여 벌금형 이 상에 상당하는 형사처벌을 받은 사실이 없을 것 나. 「금융산업의 구조개선에 관한 법률」에 따라 부실금융기관으로 지정되었거나 금융관계법령에 따라 영업의 허 가ㆍ인가ㆍ등록 등이 취소된 금융기관의 대주주 또는 그 특수관계인이 아닐 것. 다만, 법원의 판결에 따라 부 실책임이 없다고 인정된 자 또는 부실에 따른 경제적 책임을 부담하는 등 금융위원회가 정하여 고시하는 기준 에 해당하는 자는 제외한다. 다. 최근 5년간 부도발생 및 그 밖에 이에 준하는 사유로 은행거래정지처분을 받은 사실이 없을 것 라. 최근 3년간 「신용정보의 이용 및 보호에 관한 법률」
제25조제2항제1호	[None, 2, 25, 1]	REGULATION	금융 질서 문란정보	금융기관	등록	채무자	PROHIBITIVE	제25조제2항제1호에 따른 종합신용정보집중기관에 금융 질서 문란정보 거래처 또는 약정한 기일 내에 채무를 변제하지 아니한 자로 등록된 사실이 없을 것 마. 최근 5년간 「채무자 회생 및 파산에 관한 법률」에 따른 회생절차 또는 파산절차를 진행 중인 기업의 최대주 주 또는 주요주주로서 해당 기업을 회생절차 또는 파산절차에 이르게 한 책임이 인정되지 아니하고 이에 직접 또는 간접으로 관련된 사실이 없을 것 ⑤ 금융회사는 법
제32조제2항	[]	PROCEDURE	보고	알게 된 주체	보고	금융위원회	MANDATORY	제32조제2항에 따라 적격성 심사대상이 같은 조 제1항에 따른 적격성 유지요건(이하 “적격성 유 지요건”이라 한다)을 충족하지 못하는 사유가 발생한 사실을 알게 된 경우에는 그 사실을 알게 된 날부터 7영업일 이내에 다음 각 호의 사항을 금융위원회에 보고하여야 한다. 1. 적격성 심사대상이 충족하지 못하는 적격성 유지요건의 내용 및 충족하지 못하게 된 사유 2. 향후 적격성 유지요건 충족 가능 여부 3. 적격성 심사대상과 해당 금융회사의 거래 관계 ⑥ 법
제32조제4항제3호	[None, None, 32, 4]	DEFINITION	대통령령으로 정하는 조치			조치	DEFINITIONAL	제32조제4항제3호에서 “대통령령으로 정하는 조치”란 다음 각 호의 조치를 말한다. 1. 적격성 심사대상의 적격성 유지조건을 충족하지 못하는 사유 및 법
제32조제4항제1호 및 제2호	[]	REGULATION	공시 및 고시	금융회사 및 금융위원회	공시 및 고시	인터넷 홈페이지 및 조치	MANDATORY	제32조제4항제1호 및 제2호의 조치와 관련한 사항을 해당 금융회사의 주주 및 금융소비자들이 알 수 있도록 인터넷 홈페이지 등에 공시 2. 그 밖에 금융회사의 경영건전성을 위하여 필요하다고 인정되는 조치로서 금융위원회가 정하여 고시하는 조치 ⑦ 법
