article_number,structural_index,entity_type,concept,subject,action,object,legal_force,full_text
제360조제1항,"[360, 1]",CONCEPT,단기금융회사의 발행어음,,,,,"제360조제1항에 따른 단기금융회사의 발행어음, 법"
제336조제1항,"[None, None, 336, 1]",REGULATION,발행어음,종합금융회사,발행,어음,MANDATORY,제336조제1항에 따른 종합금융회사(겸영금융투자업자 를 포함한다)의 발행어음 및 법
제330조제2항,[],REGULATION,현금성 자산 보유 비율,증권금융회사,보유하여야 한다,현금성 자산,MANDATORY,"제330조제2항에 따른 증권금융회사의 발행어음(모두 수시 상환이 가능한 경우 에 한한다) 8. 한국은행에 보유된 지급준비금 ② 환매조건부매매거래에서 증권의 매도자는 제1항에 따른 현금성 자산을 다음 각 호의 구분에서 정하는 비율로 매 영업일마다 보유하여야 한다. 1. 매매거래일부터 1영업일 이내에 환매수할 기관간조건부매도 : 매월 직전 3개월의 환매조건부 매매거래의 월별 일평균 매도잔액(해당월 중 영업일별 총매도 잔액누적액을 해당월중 영업일수로 나눈 값을 말한다. 이하 같다.) 중 가장 높은 금액의 100분의 20 이상 2. 매매거래일 2영업일 이후부터 3영업일 이내에 환매수할 기관간조건부매도 및 환매일을 정하지 않은 기관간조 건부매도 : 매월 직전 3개월의 환매조건부 매매거래의 월별 일평균 매도잔액 중 가장 높은 금액의 100분의 10 이상 3. 매매거래일 4영업일 이후부터 6영업일 이내에 환매수할 기관간조건부매도 : 매월 직전 3개월의 환매조건부 매 매거래의 월별 일평균 매도잔액 중 가장 높은 금액의 100분의 5 이상 ③ 제2항에도 불구하고, 집합투자업자는 집합투자재산을 운용함에 있어 각 집합투자기구별로 제1항에 따른 현금 성 자산을 다음 각 호의 구분에서 정하는 비율로 매 영업일마다 유지하여야 한다. 1. 매매거래일부터 1영업일 이내에 환매수할 기관간조건부매도 : 당일 매도잔액의 100분의 20 이상 2. 매매거래일 2영업일 이후부터 3영업일 이내에 환매수할 기관간조건부매도 및 환매일을 정하지 않은 기관간조 건부매도 : 당일 매도잔액의 100분의 10 이상 3. 매매거래일 4영업일 이후부터 6영업일 이내에 환매수할 기관간조건부매도 : 당일 매도잔액의 100분의 5 이상 ④ 제2항에 따른 현금성 자산 보유 비율은 직전 3개월간 환매조건부 매도잔액이 없는 경우에는 적용하지 아니한 다. ⑤ 금융위원회는 급격한 경제 여건의 변화 등 불가피한 사유가 있는 경우 6개월 이내의 기간을 정하여 현금성 자 산 규제비율을 완화할 수 있다."
제106조제2항,[],REGULATION,예치금 담보 징구,금융기관,징구,예치금,MANDATORY,제106조제2항 각 호의 금융기관에의 예치금을 담보로 징구하여야 한다.<개정 2013. 9. 17.> ② 제1항에 따른 담보의 징구비율은 투자매매업자등이 정한다. ③ 투자매매업자등은 제1항에 따른 담보의 관리를 다른 투자매매업자등에게 위탁할 수 있다. ④ 제1항 및 제2항에도 불구하고 다음 각 호의 요건을 모두 충족하는 담보목적 대차거래(담보 또는 증거금을 제 공하기 위한 목적의 증권 대차거래를 말한다. 이하 같다)의 경우에는 담보를 징구하지 아니할 수 있다.<신설 2017. 3. 22.> 1. 「채무자의 회생 및 파산에 관한 법률」
제120조제3항,[],REGULATION,대차거래,대차거래,이루어지는,기본계약,MANDATORY,"제120조제3항에 따른 기본계약에 대한 담보 또는 증거금을 제공할 목 적으로 이루어지는 대차거래일 것 2. 담보목적 대차거래로 제공하는 증권은 국채증권 또는 통화안정증권에 해당할 것 3. 담보목적 대차거래 당사자간 다음 각 목이 모두 포함된 계약을 체결할 것 가. 담보목적 대차거래로 제공받은 증권은 환매조건부매매, 제3자에 대한 담보 또는 증거금 제공외에는 재활용 하지 않을 것 나. 담보목적 대차거래로 제공되는 증권의 재활용에 대하여 제공자의 동의를 받을 것 다. 증권 반환 없는 대차거래의 종료는 「채무자의 회생 및 파산에 관한 법률」"
Unknown,[],REGULATION,Unknown,,,,,제120조제3항에 따른 기본계약이 일괄정산 되는 경우만 가능할 것 4. 담보목적 대차거래의 기본계약이 장외파생상품 매매인 경우 다음 각 목의 요건을 모두 충족할 것 가. 장외파생상품매매와 관련하여 국제증권감독위원회(IOSCO)가 정하는 기준을 감안하여 금융감독원장이 정 하는 기준을 감안하여 금융감독원장이 정하는 기준을 충족할 것 나. 담보목적 대차거래의 목적이 개시증거금(initial margin)을 제공하기 위한 것이 아닐 것 5. 담보목적 대차거래 대상 증권에 대하여 시가평가를 통해 일일정산할 것 제5-26조(대차거래대상 증권의 인도) ① 투자매매업자등은 영
제182조제1항제2호,"[182, 1, 2, None]",REGULATION,인도,대차거래 대상증권,이행,담보,MANDATORY,"제182조제1항제2호에 따라 대차거래 대상증권의 인 도를 다음 각 호의 어느 하나에 해당하는 방법에 따라 담보와 동시에 이행하여야 한다. 1. 대차거래대상 증권 및 담보증권(담보로 제공된 양도성예금증서를 포함한다. 이하 이 항에서 같다)이 예탁결제 원이 예탁대상증권으로 지정한 증권인 경우에는 예탁결제원의 예탁자계좌부 또는 투자매매업자등의 투자자계 좌부상 계좌간 대체(다만, 담보증권의 계좌간 대체는 법"
제311조제2항,[],REGULATION,질권설정,,갈음할 수 있다,질권설정,PERMISSIVE,제311조제2항에 의한 질권설정으로 갈음할 수 있다
제22조제2항,[],DEFINITION,계좌관리기관등 자기계좌부,계좌관리기관등 자기계좌부,작성되다,,DEFINITIONAL,"제22조제2항에 따라 작성되는 계좌관리기관등 자기계좌부를 말 한다. 이하 같다) 또는 투자매매업자등의 고객계좌부상 계좌간 대체(다만, 담보증권의 계좌간 대체의 전자등록 은 「주식ㆍ사채 등의 전자등록에 관한 법률」"
제31조제1항,"[31, 1, None, None]",REGULATION,전자등록으로 갈음,전자등록,갈음할 수 있다,질권 설정,PERMISSIVE,"제31조제1항에 의한 질권 설정의 전자등록으로 갈음할 수 있다) 2. 현금(투자매매업자등이 정하는 외국통화를 포함한다)담보인 경우에는 한국은행, 은행 또는 투자매매업자등을 통한 자금이체<개정 2013. 9. 17.> 3. 제1호 및 제2호 이외의 담보인 경우에는 질권설정<신설 2013. 9. 17.> ② 전자등록기관은 제1항의 시행에 필요한 세부사항을 정할 수 있다. 제5-27조(대차거래의 중개방법 및 공시) ① 영"
Unknown,[],REGULATION,Unknown,,,,,"제182조제2항에서 ""금융위원회가 정하여 고시하는 대차거래 형식의 중개""란 투자매매업자등이 자기계산으로 특정 당사자로부터 증권을 차입하여 다른 당사자에게 대여하는 형식으 로 중개하는 것을 말한다. ② 투자매매업자등은 증권의 대여현황과 체결된 대차거래증권의 종목, 수량 등의 거래내역을 협회를 통하여 당 일 공시하여야 한다. ③ 협회는 제2항에 따른 대차거래내역을 매달말 기준으로 다음달 10일까지 금융감독원장에게 보고하여야 한다. 제8장 기업어음증권의 장외거래 제5-28조(취급방법의 제한 등) ① 투자매매업자 또는 투자중개업자가 기업어음증권을 매매 또는 중개하는 경우에 는 투자매매업자 또는 투자중개업자가 책임을 지지 아니하는 무담보매매ㆍ중개방식으로 한다. ② 투자매매업자 또는 투자중개업자는 환매조건부 기업어음증권매매 등 기업어음증권을 매개로 하는 자금거래 를 하여서는 아니 된다. 제5-29조(신용평가 방법) ① 기업어음증권에 대한 신용등급은 어음발행인의 최근사업연도 수정재무제표를 기준으 로 평가한 것이어야 한다. ② 기업어음증권의 발행인이 최근사업연도 종료일부터 수정재무제표를 기준으로 평가한 복수신용등급을 받지 못한 경우 최근사업연도 종료일로부터 6개월이 경과하기 전까지는 제1항에 불구하고 직전사업연도의 수정재무 제표를 기준으로 평가한 복수신용등급을 적용할 수 있다. 제9장 해외 금융투자상품시장 거래 <개정 2013. 9. 17.> 제5-30조(용어의 정의) 이 장에서 사용하는 용어의 정의는 다음 각 호와 같다. 1. ""외화증권""이란 「외국환거래법」"
제3조제1항제8호,[],DEFINITION,증권,증권,말한다,,DEFINITIONAL,"제3조제1항제8호에 따른 증권을 말한다. 2. ""일반투자자""란 영"
제184조제1항,[],DEFINITION,일반투자자,,,,DEFINITIONAL,제184조제1항에 따른 일반투자자를 말한다.
제184조제1항,"[None, None, 184, 1]",DEFINITION,전문투자자,금융위원회,정하다,전문투자자,DEFINITIONAL,"제184조제1항에서 ""금융위원회가 정하여 고시하는 전문투자자""란 「외국환거래 규정」 제1-2조제4호에 따른 기관투자가에 해당하지 아니하는 전문투자자를 말한다. ② 투자매매업자 또는 투자중개업자가 일반투자자와 국내장외거래를 하는 경우에는 투자매매업자 또는 투자중개업자의 역외집합투자기구가 발행한 증권(그 역외집합투자기구의 집합투자증권을 포함한다)을 거래대상으로 하여서는 아니 된다. ③ 투자중개업자가 일반투자자로부터 해외 금융투자상품시장에서의 매매주문을 수탁받을 때에는 다음 각 호의 사항을 준수하여야 한다.<개정 2013. 9. 17.> 1. 일반투자자의 매매주문을 외국투자중개업자등을 통하여 처리하는 때에는 종목, 수량, 가격, 해외 금융투자상품 시장 사용종목번호 및 결제(해외 증권시장 및 외국 다자간매매체결회사에 한한다)를 예탁결제원이 처리한다는 사실을 당해 외국투자중개업자등에 명확히 통보할 것<개정 2013. 9. 17.> 2. 증권매매주문수탁에 관하여 증권시장 업무규정에서 정한 내용 및 방법을, 파생상품매매주문수탁에 관하여 파생상품시장 업무규정에서 정한 내용 및 방법을 각각 준용할 것. 다만, 증권 및 파생상품의 종류, 당해 해외 금융 투자상품시장 사용종목번호 등 외화증권 및 장내파생상품 매매주문과 관련된 사항은 이를 별도로 표기할 수 법제처 147 국가법령정보센터 금융투자업규정 있다.<개정 2013. 9. 17.> 3. 다음 각 목의 사항이 포함된 위험고지서를 일반투자자에게 교부할 것 가. 해외파생상품시장거래에는 환율변동위험이 수반된다는 사실 나. 해외파생상품시장거래는 가격정보 획득, 주문처리 속도 등 제반 거래여건이 불리하다는 사실 다. 해외파생상품시장제도는 국내제도와 다를 수 있다는 사실 ③ 영"
제184조제1항제2호,[],DEFINITION,거래,,,,DEFINITIONAL,제184조제1항제2호에 따라 금융위원회가 정하여 고시하는 거래란 「외국환거래규정」제7-31조제1항 각 호 의 어느 하나에 해당하는 경우에 취득한 외화증권의 매도거래를 말한다..<개정 2024. 3. 5.>
Unknown,[],REGULATION,Unknown,,,,,"제74조제5항 각 호에 따른 우선지급사유가 발생한 경우로서 금융감독 원장이 우선지급업무에 관한 별도의 지시를 하는 경우 이를 준수하겠다는 내용 ③ 장내파생상품의 투자중개업자는 해당국가의 파생상품관련 규제기관의 재무건전성 기준 또는 이와 유사한 재 무기준에 미달하는 해외파생상품시장회원 또는 해외파생상품중개인에게 해외파생상품시장거래자기계좌 및 해 외파생상품시장거래총괄계좌를 유지하여서는 아니되며, 해외파생상품시장거래중개계좌를 개설하고 있는 일반 투자자에 대하여는 당해 미달사실을 지체 없이 통지하여야 한다. 제5-38조(해외파생상품시장거래의 외국환은행계좌의 지정) ① 외국환은행업자를 제외한 장내파생상품의 투자매매 업자 또는 투자중개업자는 해외파생상품시장거래총괄계좌 또는 해외파생상품시장거래자기계좌의 해외파생상품 시장거래관련 자금의 송금 또는 회수를 위하여 외국환은행에 다른 예금계좌와 구분하여 해외파생상품시장거래 총괄계좌 및 해외파생상품시장거래자기계좌별로 각각 외화예금계좌 및 원화예금계좌를 개설하여야 한다. 이 경 법제처 149 국가법령정보센터 금융투자업규정 우 해외파생상품시장거래총괄계좌용 외화예금계좌 및 원화예금계좌에 대하여는 제5-37조제2항을 준용한다. ② 장내파생상품의 투자중개업자는 해외파생상품시장거래의 중개를 의뢰하는 일반투자자로부터 해외파생상품 시장거래관련 자금의 송금 또는 회수를 위하여 일반투자자가 외국환은행에 다른 예금계좌와 구분하여 개설한 외 화예금계좌 및 원화예금계좌 개설내역을 파악ㆍ관리하여야 한다. 제5-39조(해외파생상품신용거래) ① 장내파생상품의 투자매매업자ㆍ투자중개업자 또는 중개계좌를 개설한 일반투 자자는 해외파생상품시장회원 또는 해외파생상품중개인이 제공하는 신용으로 해외파생상품시장거래관련 자금 을 충당하도록 하는 거래(이하 ""해외파생상품신용거래""라 한다)를 할 수 있다. ② 장내파생상품의 투자매매업자 또는 투자중개업자는 해외파생상품시장거래총괄계좌에 대하여 해외신용을 얻 은 경우라도 이를 일반투자자에게 제공하거나 그 사용대가를 일반투자자에게 부담시켜서는 아니 된다. ③ 장내파생상품의 투자매매업자 또는 투자중개업자는 자기 또는 일반투자자에게 제공된 해외신용이 해외파생 상품시장거래관련자금 이외의 용도로 사용되었음을 알게 된 경우에는 그 내역을 지체 없이 금융감독원장에게 보 고하여야 한다. ④ 금융감독원장은 해외파생상품시장거래의 질서유지, 그 밖에 공익을 위하여 필요한 경우 장내파생상품의 투자 매매업자ㆍ투자중개업자별 또는 일반투자자별로 해외파생상품신용거래한도를 제한할 수 있다. ⑤ 장내파생상품의 투자매매업자 또는 투자중개업자는 자기 및 해외파생상품시장거래중개계좌를 이용하는 일반 투자자에 관한 다음 각 호의 자료를 기준일부터 10년 이상의 기간 동안 보관ㆍ유지하여야 한다. 1. 해외파생상품신용거래약정서 2. 해외파생상품신용거래 사용잔고 변동내역 3. 해외파생상품신용거래 사용대가 지급내역 제5-40조(해외 파생상품시장거래 자금확인서) ① 장내파생상품의 투자매매업자 또는 투자중개업자는 자기 또는 일 반투자자가 해외파생상품시장거래와 관련된 자금의 용도로 외국환은행에 지급보증을 의뢰하거나 해외에 송금하 고자 하는 경우 금융감독원장이 정하는 서식에 따라 해외 파생상품시장거래 자금확인서를 발급할 수 있다. ② 장내파생상품의 투자매매업자 또는 투자중개업자는 다음 각 호에 관한 자료를 기준일로부터 10년 이상의 기 간 동안 보관ㆍ유지하여야 한다. 1. 해외 파생상품시장거래 자금확인서 발급내역 2. 발급한 해외 파생상품시장거래 자금확인서 사본 제5-41조(해외파생상품시장거래 위탁증거금 또는 결제대금의 예탁시한) 장내파생상품의 투자중개업자는 해외파생 상품시장거래를 하는 일반투자자의 계좌에서 위탁증거금 또는 결제대금 등의 예탁사유가 발생한 경우 그 예탁시 한을 해외파생상품시장, 해외파생상품시장회원 또는 해외파생상품중개인이 지정하는 납부시한보다 빠른 시점으 로 하여야 한다. 제5-42조(보고 등) ① 투자매매업자 또는 투자중개업자는「외국환거래규정」제7-35조에 따른 외화증권 투자현황과 장내파생상품 거래현황을 금융감독원장이 정하는 서식에 따라 매분기말을 기준으로 다음달 10일까지 이를 금융 감독원장에게 보고하여야 한다. 이 경우 투자매매업자 또는 투자중개업자는 매월 장내파생상품 거래현황을 협회 법제처 150 국가법령정보센터 금융투자업규정 를 통해 금융감독원장에게 보고할 수 있다. <단서 신설 2008. 12. 26.> ② 외화증권의 매매ㆍ취득에 따른 매매결제, 예탁ㆍ보관 및 권리행사와 관련하여 다음 각 호의 사항은 예탁결제 원이 정한다.<개정 2008. 12. 26.> 1. 외화증권의 예탁ㆍ보관방법에 관한 사항 2. 예탁결제원 명의의 외화예금계정에 예치된 외화의 관리에 관한 사항 3. 권리행사 절차 등에 관한 사항 4. 예탁수수료율 및 징수방법에 관한 사항 5. 그 밖에 외화증권의 집중예탁 및 권리행사에 필요하다고 인정되는 사항 ③ 금융감독원장은 이 장의 시행에 필요한 세부사항을 정할 수 있다. 제10장 단주 장외거래 등 제5-43조(매매방법) 제5-44조(단주매입대행) 제5-45조(단주매매약정단가) 제5-46조(단주매매 결제방법) 제5-47조(단주매매 공동계좌의 설정) 제5-48조(단주매매취급 의무 등) 제11장 장외파생상품의 거래 제5-49조(장외파생상품의 매매기준) ① 법"
제166조의2제1항제2호,"[None, None, 166, 2]",DEFINITION,위험액,금융위원회,정하고 고시하는,위험액,DEFINITIONAL,"제166조의2제1항제2호에서 ""금융위원회가 정하여 고시하는 위험액""이 란 제3-11조제2항 각 호의 위험액(겸영금융투자업자의 경우에는 내부 위험관리기준에 따른 위험액)을 합산한 금 액을 말한다.<개정 2009. 2. 4., 2009. 7. 6.> ② 법"
제166조의2제1항제2호,"[166, 2, 1, 2]",REGULATION,한도,겸영금융투자업자,보고,금융감독원 장,MANDATORY,"제166조의2제1항제2호에서 ""금융위원회가 정하여 고시하는 한도""란 다음 각 호의 한도를 말한다. 다만, 제 2호에 따라 겸영금융투자업자가 그 한도를 정하거나 변경하는 경우에는 그 사실을 10영업일 이내에 금융감독원 장에게 보고하여야 한다.<개정 2009. 2. 4., 2009. 7. 6.> 1. 겸영금융투자업자 이외의 투자매매업자 또는 투자중개업자 : 자기자본(개별재무제표의 자본총계를 말한다)의 100분의 30<개정 2010. 12. 29.> 2. 겸영금융투자업자인 투자매매업자 또는 투자중개업자 : 당해 겸영금융투자업자의 내부기준에서 정한 한도<개 정 2009. 7. 6.> 법제처 151 국가법령정보센터 금융투자업규정 ③ 법"
제166조의2제1항제3호,[],DEFINITION,금융위원회가 정하여 고시하는 경우,금융위원회,정하여 고시하는,금융산업의 구조개선에 관한 법률,DEFINITIONAL,제166조의2제1항제3호에서 '금융위원회가 정하여 고시하는 경우'란 당해 겸영금융투자업자에 적용되는 「금융산업의 구조개선에 관한 법률」에 따른 적기시정조치의 기준을 하회하는 경우를 말한다.<개정 2009. 2. 4.> ④ 법
제166조의2제1항제4호,"[166, 2, 1, 4]",REGULATION,장외파생상품 매매 승인,거래자,승인 받지 아니할 수 있다,파생상품업무책임자,PERMISSIVE,제166조의2제1항제4호 단서에 따라 다음 각 호의 요건을 모두 충족하는 장외파생상품의 매매에 대하여는 매매를 할 때마다 파생상품업무책임자의 승인을 받지 아니할 수 있다.<개정 2009. 2. 4.> 1. 파생상품업무책임자의 승인을 받은 기본계약서에 근거하여 체결한 장외파생상품 매매일 것<개정 2009. 2. 4.> 2. 다음 각 목의 어느 하나에 해당할 것 가. 법
Unknown,[],REGULATION,Unknown,,,,,"제5조제1항제1호 또는 제3호에 따른 파생상품으로서 채권가격, 금리 또는 통화를 기초자산으로 하는 장 외파생상품 매매일 것 나. 파생상품업무책임자로 부터 위임받은 자가 승인한 매매(파생상품업무책임자에게 사후보고하는 거래에 한 한다)일 것. 다만 승인을 위임하고자 하는 금융투자회사는 매매금액 및 위험 등을 고려한 위임 및 사후보고 에 관한 내부기준을 마련하여야 한다.<개정 2009. 2. 4.> 제5-49조의2(차액결제거래의 매매기준 등) ① 투자매매업자 또는 투자중개업자가 다음 각 호에 모두 해당하는 장외 파생상품 거래(이하 이 조에서 ""차액결제거래""라 한다)를 하는 경우에는 증거금을 징구하여야 한다. 이 경우 증거 금은 대용증권으로 대신할 수 있다.<신설 2023. 7. 20.> 1. 법"
제5조제1항제3호,"[5, 1, 3]",REGULATION,현금 결제,,결제,차액,MANDATORY,"제5조제1항제3호에 해당할 것 2. 주식, 주가지수, 통화(외국의 통화를 포함한다), 일반상품 등 기초자산 가격 변화와 연계하여 계약 체결 당시 약 정가격과 계약에 따른 약정을 소멸시키는 반대거래 약정가격 간의 차액을 현금으로 결제할 것 3. 기초자산 가격 변화의 일정배율(음의 배율을 포함한다)로 연계될 것 4. 영"
제10조제3항제16호,[],REGULATION,증거금,투자자,정한다,증거금,MANDATORY,"제10조제3항제16호 또는 제17호에 따른 전문투자자와의 거래일 것 ② 제1항에 따른 증거금은 제1항제1호에 따른 기초자산의 가액에 투자자의 신용상태 및 종목별 거래상황 등을 고려하여 정한 비율(100분의 40 이상으로 한다)에 상당하는 금액으로 한다.<신설 2023. 7. 20.> ③ 투자매매업자 또는 투자중개업자의 차액결제거래(타인의 명의 및 타인의 계산으로 하는 차액결제거래의 중개 는 제외한다. 단, 별도의 계약을 통해 투자매매업자 또는 투자중개업자가 거래상의 신용위험을 부담하는 경우에 는 그러하지 아니한다.) 명목계약금액에서 증거금을 차감한 잔고는 투자매매업자 또는 투자중개업자의 자기자본 에서 제4-23조제1항에 따른 총 신용공여 규모(종합금융투자사업자의 경우에는 법"
제77조의3제6항,[],REGULATION,제출,투자매매업자 또는 투자중개업자,제출,협회,MANDATORY,제77조의3제6항에 따른 신용 공여의 합계액을 말한다)를 차감한 범위 이내로 한다.<신설 2023. 7. 20.> ④ 투자매매업자 또는 투자중개업자는 협회가 정하는 바에 따라 매일 당일의 차액결제거래 잔고 등을 협회에 제 출하여야 한다.<신설 2023. 7. 20.> ⑤ 투자매매업자 또는 투자중개업자는 차액결제거래의 기초자산이 제4-30조제2항 각 호의 어느 하나에 해당하 는 경우 신규 차액결제거래를 하여서는 아니된다.<신설 2023. 7. 20.> 제5-49조의3(장외파생상품의 투자요건) ① 개인인 전문투자자가 위험회피 목적의 거래가 아닌 장외파생상품 거래 를 하려는 경우에는 다음 각 호의 요건을 갖추어야 한다.<신설 2023. 7. 20.> 법제처 152 국가법령정보센터 금융투자업규정 1. 제1-7조의2제1항에 따른 금융투자업자에게 제2호의 요건을 충족하고 있음을 증명할 수 있는 관련 자료를 제 출할 것 2. 제1호의 자료를 제출한 날의 전날을 기준으로 최근 5년 중 1년 이상의 기간 동안 다음 각 목의 금융투자상품 을 월말 평균잔고 기준으로 3억원 이상 보유한 경험이 있을 것 가. 법
제4조제4항,[],DEFINITION,지분증권,,,,DEFINITIONAL,제4조제4항에 따른 지분증권 나. 고난도금융투자상품에 해당하는 법
제4조제7항,"[None, None, 4, 7]",CONCEPT,파생결합증권,,,,,제4조제7항에 따른 파생결합증권 다. 법
제5조제1항,[],REGULATION,서류 제출,자,제출,금융투자업자,MANDATORY,"제5조제1항에 따른 파생상품 ② 제1항제1호에 따라 관련 자료를 금융투자업자에게 제출하고자 하는 자는 제1-8조제1항제1호 내지 제4호의 사항을 기재한 서류를 금융투자업자에게 제출하여야 하며, 같은 조 제2항제1호 및 제2호의 서류를 첨부하여야 한다. ③ 제2항에 따라 금융투자업자에게 제출한 서류의 유효기간은 제1-8조제4항의 규정을 준용한다. ④ 제2항에 따른 서류의 서식 및 작성 방법 등에 관하여 필요한 사항은 협회가 정한다."
제166조의2제2항,"[None, None, 166, 2]",REGULATION,위험관리기준,금융투자업자,충족,위험관리기준,MANDATORY,"제166조의2제2항에 따라 다음 각 호의 위험관리기준을 모두 충족하여야 한다. 이 경우 별 표 15 제5호에서 정하는 바에 따라 장외파생상품에 대한 투자매매업과 투자중개업의 특성 및 장외파생상품에 대 한 인가업무 단위에 따라 부담하는 위험의 차이를 고려하여 평가할 수 있다.<개정 2009. 2. 4., 2009. 7. 6.> 1. 별표 15에 따른 종합평가결과가 ""양호"" 이상일 것 2. 별표 15의 ""1. 평가항목"" 중 다음 각 목의 평가점수는 각각 2.4점 이하일 것 가. 위험관리조직 및 인력 나. 위험측정 및 관리실무 다. 위험관리 및 내부통제전산시스템 ② 제1항에 따른 위험관리에 관한 세부평가기준은 별표 16과 같다. ③ 장외파생상품을 대상으로 하여 투자매매업 또는 투자중개업을 영위하는 금융투자업자는 반기별로 제1항제 1호에 따른 종합평가를 실시하고 그 결과를 금융감독원장에게 보고하여야 한다. ④ 장외파생상품을 대상으로 투자매매업을 영위하는 금융투자업자는 장외파생상품을 일반투자자와 매매한 경우 법"
제166조의2제2항,[],REGULATION,통보,금융위원회,통보,거래평가서,MANDATORY,제166조의2제2항에 따라 월 1회 이상 장외파생상품의 평가내역이 포함된 거래평가서를 일반투자자에게 통보 하여야 한다.<신설 2018. 9. 3.> 제5-50조의2(거래정보저장소의 선정) 금융위원회는 법
Unknown,[],REGULATION,Unknown,,,,,"제166조의2제2항에 따라 장외파생상품 거래의 매매에 따른 위험 관리 및 투자자보호를 위하여 다음 각 호의 요건을 충족하는 자 중에서 장외파생상품 거래와 관련된 정보를 수집ㆍ보관 및 관리하는 기관(이하 ""거래정보저장소""라 한다)을 선정할 수 있다. 1. 장외파생상품 거래와 관련된 정보를 수집ㆍ보관 및 관리하기에 충분한 인력과 전산설비, 그 밖의 물적 설비를 갖출 것 법제처 153 국가법령정보센터 금융투자업규정 2. 정관 및 업무규정이 법령에 적합할 것 3. 이해상충방지, 정보보호 및 천재지변, 전산장애 등에 대비한 비상계획의 수립 등 적절한 내부통제기준을 갖출 것 제5-50조의3(거래정보의 보고) ① 금융투자업자 및 금융투자상품거래청산회사는 자신의 명의로 체결하거나 채무를 부담하는 장외파생상품의 거래에 관하여 다음 각 호의 정보(이하 이 장에서 ""거래정보""라 한다)를 거래정보저장 소에 보고하여야 한다. 다만, 집합투자업자의 경우에는 자신이 운용하는 집합투자기구의 명의로 체결한 장외파생 상품의 거래에 대해서도 그 거래정보를 보고하여야 한다. 1. 거래당사자에 관한 정보(거래당사자별 고유식별정보를 포함한다) 2. 장외파생상품의 세부 계약조건에 관한 정보(고유거래식별기호를 포함한다) 3. 장외파생상품 계약의 가치평가에 관한 정보 4. 장외파생상품 거래시 제공하거나 제공받은 담보에 관한 정보 ② 금융투자업자 및 금융투자상품거래청산회사는 제1항의 거래정보를 다음 각 호에서 정하는 시한까지 보고하 여야 한다. 1. 금융투자업자 : 거래일의 그 다음 영업일로서 거래정보저장소가 정하는 시간(다만, 거래일 당일 18시 이후에 체결된 거래의 경우에는 거래일의 그 다음 다음 영업일로서 거래정보저장소가 정하는 시간) 2. 금융투자상품거래청산회사 : 금융투자상품거래청산회사의 청산업무규정에 따라 채무부담 등록이 완료된 날의 당일 ③ 금융투자업자는 제1항에 따른 거래정보의 보고에 관한 업무를 제3자에게 위탁할 수 있다. 다만, 이 경우 보고 업무를 위탁한 금융투자업자는 이 규정에 따른 보고 의무에 관한 책임을 면하지 못한다. ④ 제1항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 거래정보저장소에 거래정보를 보고하지 아 니한다. 1. 정부 또는 한국은행이 거래상대방인 거래 2. 동일 법인 내 거래(외국 금융투자업자의 국내지점과 그 본점 또는 외국 지점간 거래는 제외한다) 3. 거래취소 등의 사유로 거래일 당일 종료된 거래 ⑤ 제1항에도 불구하고 제2항제1호에서 정하는 시한 이전에 금융투자상품거래청산회사의 청산업무규정에 따라 채무부담 등록이 완료된 거래의 경우에는 금융투자업자가 제1항에 따른 거래정보를 보고한 것으로 본다. ⑥ 제1항부터 제3항까지에 따른 거래정보의 구체적인 보고 항목, 보고 시한 및 보고 방법 등에 관하여 필요한 사 항은 거래정보저장소가 정한다. 제5-50조의4(거래정보저장소의 업무규정 등) ① 거래정보저장소는 거래정보의 수집ㆍ보관 및 관리에 필요한 세부 사항을 업무규정으로 정하여야 하며, 업무규정을 제정 또는 변경하려는 경우에는 금융위원회의 승인을 받아야 한다. ② 거래정보저장소는 제5-50조의3제1항에 따라 보고받은 거래정보를 다음 각 호의 자에게 제공하여야 한다. 다 만, 제4호 및 제5호에 해당하는 자에게 거래정보를 제공하는 경우 금융위원회는 그 내용ㆍ범위 및 제공방법 등에 관하여 필요한 조건을 붙일 수 있다. 법제처 154 국가법령정보센터 금융투자업규정 1. 금융위원회 2. 금융감독원 3. 한국은행 4. 금융위원회와 상호 거래정보 교환에 관한 협약을 체결한 외국 금융감독기관 5. 그 밖에 금융위원회에 특정한 거래정보의 제공을 요청하여 승인을 받은 자 제11장의2 장외거래의 청산의무 [본장신설 2013. 7. 9.] 제5-50조의5(장외거래의 청산의무) ① 영"
제186조의3제2항,"[186, 3, 2, None]",DEFINITION,요건,,,,DEFINITIONAL,"제186조의3제2항 본문에서 ""금융위원회가 정하여 고시하는 요건""이란 다 음 각 호의 요건을 말한다. 1. 기초자산 : 협회가 발표하는 91일 만기 양도성예금증서의 이자율 2. 거래의 만기 : 30년 이내의 범위에서 금융투자상품거래청산회사의 청산업무규정으로 정하는 기간 3. 그 밖에 최소계약금액 등 금융투자상품거래청산회사의 청산업무규정에서 정하는 사항 ② 영"
